name;grep-runtime;grep-result;re-runtime;re-result;pcre2-runtime;pcre2-result;rsaregex-runtime;rsaregex-result;rsaregex-matchtime;oldrsa-runtime;oldrsa-result;oldrsa-matchtime;js-runtime;js-result;java-runtime;java-result;net-runtime;net-result;rsacpp-runtime;rsacpp-result;rsacpp-matchtime
93;0.01;True;0.0;True;ERR;ERR;0.13;True;0.03923625400000001;1.09;True;0.24738556599999995;0.06;True;0.04;False;0.04;True;ERR;ERR;ERR
94;0.01;True;TO;TO;0.01;False;0.73;False;0.375725905;TO;TO;TO;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR
95;0.02;True;0.0;True;ERR;ERR;0.18;True;0.059299979;1.72;True;0.09435598900000008;0.06;True;0.04;False;0.04;True;ERR;ERR;ERR
96;0.0;True;0.01;True;ERR;ERR;0.08;True;0.035224151;0.53;True;0.21789570199999997;0.06;True;0.06;False;0.03;True;0.02;False;0.010195840150117874
97;0.0;True;0.01;True;ERR;ERR;0.16;True;0.056621749;1.29;True;0.12805755400000007;0.06;True;0.05;False;0.04;True;ERR;ERR;ERR
98;0.01;True;0.01;False;0.01;False;0.17;False;0.131109805;0.19;False;0.137882693;0.06;False;0.07;False;0.04;False;ERR;ERR;ERR
99;0.01;True;0.01;True;ERR;ERR;0.06;True;0.033802888999999996;0.1;True;0.062187464;0.06;True;0.04;False;0.04;True;ERR;ERR;ERR
100;0.01;True;0.01;False;0.01;False;0.31;False;0.25333674899999997;0.37;False;0.29179204999999997;0.05;False;0.08;False;0.04;False;ERR;ERR;ERR
101;0.01;True;0.0;True;ERR;ERR;0.11;True;0.054025821999999994;0.63;True;0.26014902399999995;0.08;True;0.04;False;0.05;True;ERR;ERR;ERR
102;0.01;True;0.01;True;ERR;ERR;0.13;True;0.04610447299999999;0.84;True;0.08301892199999994;0.07;True;0.05;False;0.04;True;ERR;ERR;ERR
103;0.01;True;0.01;True;ERR;ERR;0.14;True;0.052911520000000004;0.89;True;0.141609247;0.06;True;0.04;False;0.04;True;0.03;False;0.018849950283765793
104;0.01;True;0.01;True;ERR;ERR;0.22;True;0.17596627399999998;0.28;True;0.19362830600000003;0.07;True;0.13;False;0.04;True;0.1;False;0.0937584713101387
105;0.01;True;0.0;True;ERR;ERR;0.13;True;0.05000475700000001;0.89;True;0.126450312;0.06;True;0.05;False;0.03;True;ERR;ERR;ERR
106;0.01;True;0.0;True;ERR;ERR;0.15;True;0.061386071;1.24;True;0.11754444499999994;0.05;True;0.04;False;0.02;True;ERR;ERR;ERR
107;0.0;True;0.0;True;ERR;ERR;0.08;False;0.040677107000000004;0.13;False;0.0649766;0.05;True;0.05;False;0.04;True;ERR;ERR;ERR
108;0.01;True;0.01;False;0.0;False;0.26;False;0.00025848800000000116;0.96;False;0.0003038670000000687;0.05;False;0.05;False;0.04;False;ERR;ERR;ERR
109;0.01;True;0.01;True;ERR;ERR;0.1;True;0.03957358;0.72;True;0.269869134;0.06;True;0.04;False;0.04;True;ERR;ERR;ERR
110;0.01;True;0.0;False;0.01;False;0.32;False;0.210296355;0.86;False;0.24737580000000003;0.06;False;0.03;False;0.04;False;ERR;ERR;ERR
111;0.0;True;0.01;True;ERR;ERR;0.14;True;0.055212414;1.18;True;0.3221922119999999;0.06;True;0.03;False;0.02;True;ERR;ERR;ERR
112;0.01;True;0.01;False;0.01;False;0.05;False;4.9924999999999276e-05;0.09;False;7.99099999999886e-05;0.06;False;0.03;False;0.04;False;ERR;ERR;ERR
113;0.01;True;0.01;True;ERR;ERR;0.05;True;0.030437607;0.12;True;0.07933386;0.05;True;0.06;False;0.04;True;ERR;ERR;ERR
114;0.01;True;0.01;True;ERR;ERR;0.11;True;0.044396819000000004;0.69;True;0.05381292300000007;0.07;True;0.04;False;0.03;True;ERR;ERR;ERR
115;0.01;True;0.01;True;ERR;ERR;0.17;True;0.05943981999999999;1.41;True;0.2549314119999999;0.05;True;0.05;False;0.04;True;ERR;ERR;ERR
116;0.01;True;0.01;True;ERR;ERR;0.07;False;0.038018425999999994;0.07;False;0.042289325999999995;0.05;True;0.04;False;0.04;True;ERR;ERR;ERR
